2016-11-12 17:24:33,11956
2016-11-12 17:25:33,11959
2016-11-12 17:26:33,11968
2016-11-12 17:27:34,11968
2016-11-12 17:28:34,11971
2016-11-12 17:29:34,11994
2016-11-12 17:30:34,13119
2016-11-12 17:31:34,13122
2016-11-12 17:32:34,14630
2016-11-12 17:33:34,14631
2016-11-12 17:34:35,15625
2016-11-12 17:35:35,15625
2016-11-12 17:36:35,15625
2016-11-12 17:37:35,13776
2016-11-12 17:38:35,13776
2016-11-12 17:39:35,13777
2016-11-12 17:40:35,13776
2016-11-12 17:41:35,13776
2016-11-12 17:42:36,13776
2016-11-12 17:43:36,13776
2016-11-12 17:44:36,13776
2016-11-12 17:45:36,13776
2016-11-12 17:46:36,13777
2016-11-12 17:47:36,13900
2016-11-12 17:48:36,13884
2016-11-12 17:49:37,13882
2016-11-12 17:50:37,13885
2016-11-12 17:51:37,13884
2016-11-12 17:52:37,13883
2016-11-12 17:53:37,13883
2016-11-12 17:54:37,13883
2016-11-12 17:55:37,13884
2016-11-12 17:56:38,13882
2016-11-12 17:57:38,13680
2016-11-12 17:58:38,13858
2016-11-12 17:59:38,13856
2016-11-12 18:0:38,13856
